Order,Lot Area,Gr Liv Area,Overall Qual,Exter Qual,Kitchen Qual,Garage Area,PorchSFTotal,BathroomsTotal,HouseAge,HouseRemodelAge,Total Bsmt SF,Railroad_Near,Railroad_Adjacent,NeighborhoodClass,Sale Condition_Alloca,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD,SalePrice
768,9780,1112,5,2,2,226.0,0,3.0,75,59,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,63000
769,12886,1464,5,2,2,480.0,402,2.5,46,10,444.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,175000
770,8816,1121,5,2,2,480.0,80,2.0,46,46,651.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,139000
771,11184,1683,6,2,2,440.0,243,2.5,31,31,726.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,172500
772,11625,1052,5,2,2,668.0,215,1.5,42,42,527.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,113500
773,7800,899,5,2,3,288.0,64,1.0,42,5,450.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,130000
774,8014,1034,6,2,2,504.0,0,1.5,31,31,456.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,149900
775,7252,858,5,2,2,576.0,120,2.0,27,27,685.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,134900
776,8740,860,5,2,2,528.0,0,2.0,27,27,672.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137000
777,11616,1092,5,2,2,288.0,164,1.5,47,47,840.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,139000
778,15400,1774,5,2,2,384.0,330,2.0,48,48,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,165000
779,15312,1138,6,2,2,480.0,140,1.5,49,49,588.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,148000
780,15584,2071,5,2,2,336.0,159,2.0,53,53,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,165000
781,9000,660,2,2,1,0.0,100,1.0,62,59,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,63900
782,11250,1788,4,2,2,304.0,120,2.0,52,20,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,161500
783,25095,1473,5,2,4,452.0,108,3.0,41,6,1324.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,143000
784,17140,1229,4,2,2,284.0,0,1.0,53,53,1059.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,135000
785,12342,861,4,2,2,539.0,158,1.0,69,59,262.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,82500
786,10708,1867,5,3,2,303.0,618,2.0,54,16,1147.0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,190000
787,13680,1733,3,2,2,452.0,0,2.0,54,54,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,139600
788,15635,1383,4,2,2,498.0,200,1.0,55,55,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,122000
789,9855,1689,6,2,2,480.0,0,1.0,53,53,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,127500
790,9571,1073,5,2,2,340.0,0,2.0,53,53,257.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,121500
791,9571,1276,5,2,2,350.0,0,1.0,51,51,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,60000
792,9350,1639,6,2,3,240.0,50,1.5,63,59,342.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,154400
793,9340,672,4,2,2,234.0,113,2.0,68,59,344.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,113000
794,7440,1089,5,2,2,252.0,328,2.0,55,55,173.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,125000
795,11500,845,4,2,2,290.0,186,1.0,52,52,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,84000
796,4235,1049,5,3,3,266.0,105,3.0,25,25,945.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,139500
797,11409,1716,5,2,2,281.0,160,1.5,60,1,292.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,131000
798,9060,1258,6,2,2,280.0,0,1.0,70,59,204.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,105000
799,9084,1510,4,2,2,296.0,120,2.0,69,59,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,108000
800,10778,1061,7,3,3,462.0,150,2.5,19,18,746.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,162000
801,19255,1338,6,3,3,576.0,0,1.5,26,26,520.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,156500
802,12327,2132,8,3,3,612.0,389,2.5,26,0,1441.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,316600
803,14684,2196,7,3,3,701.0,154,2.0,19,18,662.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,271900
804,9317,1775,7,3,3,425.0,498,3.5,16,16,513.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,213000
805,10560,1879,7,3,3,473.0,644,3.5,16,15,474.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,239900
806,9828,2020,8,3,3,466.0,155,2.5,14,14,584.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,239500
807,26400,2016,5,3,2,576.0,0,1.0,129,2,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,131000
808,7018,1535,5,2,2,410.0,0,2.0,30,30,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,118964
809,7018,1224,5,2,2,528.0,120,3.0,30,30,1086.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,153337
810,7018,2228,5,2,2,720.0,73,2.0,30,30,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,147983
811,7018,1535,5,2,2,400.0,0,2.0,30,30,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,118858
812,7018,1535,5,2,2,400.0,0,2.0,30,30,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,118858
813,7018,2240,5,2,2,528.0,154,2.0,30,30,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,142953
814,7040,1229,5,2,3,672.0,120,3.0,30,30,1094.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,148325
815,7007,1513,5,2,2,400.0,0,2.0,30,30,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,113722
816,11855,2787,7,2,2,820.0,312,7.0,9,9,820.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,269500
817,7939,2787,7,2,2,820.0,312,7.0,9,9,820.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,269500
818,7976,2787,7,2,2,820.0,312,7.0,9,9,820.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,269500
819,10933,1680,9,4,4,1138.0,209,2.5,0,0,1021.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,323262
820,10637,1718,8,3,3,826.0,252,3.0,2,1,1288.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,297000
821,10226,1630,8,3,4,860.0,214,3.0,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,295493
822,10816,1720,9,4,4,846.0,312,3.0,1,1,1104.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,332000
823,9178,1468,8,3,3,904.0,334,2.0,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,239900
824,10769,1768,8,3,3,578.0,249,2.5,2,2,20.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,212000
825,11422,1838,8,3,3,524.0,376,3.0,2,1,1359.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,272500
826,11923,1800,9,3,4,702.0,424,2.0,2,2,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,239000
827,8814,1604,7,3,3,660.0,233,3.5,3,3,1334.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,220000
828,6762,1290,7,3,3,662.0,168,3.0,2,2,902.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,200000
829,10324,1254,8,3,3,810.0,260,3.0,1,1,872.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,221800
830,7314,1232,7,3,3,632.0,132,3.0,2,2,724.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,194500
831,11645,1498,8,3,3,844.0,242,2.0,4,3,24.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,237000
832,11646,1422,6,3,3,440.0,64,2.5,4,3,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,173000
833,12800,1644,7,3,3,569.0,476,3.5,20,20,1518.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,275000
834,16698,1759,7,3,3,525.0,343,3.5,17,16,800.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,233500
835,28698,2126,5,2,2,538.0,711,3.0,42,42,1013.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,185000
836,12464,1040,5,2,3,576.0,168,2.0,13,13,732.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,152000
837,9757,990,5,2,2,440.0,158,2.0,15,15,755.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,143000
838,15426,1764,6,2,3,470.0,375,3.5,12,12,821.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,231500
839,10667,1661,7,3,3,550.0,219,3.5,13,13,729.0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,212000
840,14753,1463,7,2,2,539.0,81,3.0,11,11,950.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,207000
841,10859,1097,5,2,2,672.0,456,1.5,15,14,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,145000
842,8072,990,5,2,2,480.0,64,2.0,15,14,746.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,138000
843,10400,1779,7,2,3,546.0,234,2.5,11,11,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,197900
844,10335,1501,7,3,3,577.0,173,3.0,10,10,679.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,204000
845,9017,1431,7,3,3,666.0,35,3.0,10,10,560.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,192000
846,8750,1772,6,2,2,492.0,246,3.5,11,11,606.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,200000
847,8935,1660,7,3,3,493.0,212,2.5,7,7,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,195000
848,9808,1573,7,3,3,544.0,72,3.0,7,7,788.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,227000
849,12420,1840,7,3,3,622.0,45,3.5,8,8,666.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,230000
850,16285,1430,7,3,3,605.0,33,2.0,8,7,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,187100
851,10739,1444,7,3,3,577.0,184,3.0,7,8,1259.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,203000
852,11166,1492,7,3,3,608.0,282,2.0,8,8,24.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,201000
853,8430,1040,5,2,2,0.0,0,2.0,31,31,616.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,124000
854,16269,907,5,2,2,343.0,72,1.0,31,31,625.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,140000
855,6950,914,5,2,2,444.0,0,2.0,30,30,782.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,134900
856,8800,1040,5,2,3,484.0,288,2.0,32,1,676.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,150500
857,7000,864,5,3,2,336.0,0,2.0,31,4,646.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,136500
858,9286,1268,5,2,3,252.0,173,1.5,32,20,196.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,143500
859,15523,864,5,2,2,338.0,0,2.0,37,37,460.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,133500
860,7200,894,5,2,2,600.0,215,1.0,37,37,777.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,123000
861,7200,768,5,2,2,396.0,192,1.5,37,6,660.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,133900
862,8445,768,5,2,2,396.0,58,2.0,37,2,656.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,133000
863,11664,1611,7,3,3,1231.0,355,3.0,7,7,1234.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,250000
864,12334,2184,8,3,3,570.0,324,2.5,6,6,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,254750
865,11838,1788,8,3,4,522.0,353,2.0,8,8,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,236500
866,11885,1872,8,3,4,531.0,282,3.5,8,8,990.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,261500
867,11050,2153,9,3,4,736.0,395,3.5,9,9,904.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,313000
868,8749,1725,7,3,3,550.0,48,2.5,7,7,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,198500
869,11250,1870,7,3,3,608.0,299,2.5,8,8,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,211000
870,15750,1513,8,3,3,521.0,169,3.0,10,9,1246.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,220000
871,11883,1504,7,3,3,478.0,181,3.0,13,13,690.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,203000
872,12782,1828,8,3,3,523.0,338,3.0,7,6,1360.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,279500
873,8750,1417,7,3,3,511.0,177,3.0,12,11,1111.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,210000
874,9375,2034,7,2,3,645.0,612,3.5,12,11,739.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,219500
875,8750,1716,7,3,3,512.0,120,2.5,13,13,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,191000
876,9100,1212,7,3,3,573.0,356,2.0,8,8,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,178000
877,9750,1630,7,3,3,451.0,308,2.0,9,8,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,213000
878,4435,848,6,3,3,420.0,140,2.0,6,5,685.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,144000
879,4435,848,6,3,3,420.0,140,2.0,6,6,685.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,140000
880,10200,1602,8,3,3,810.0,243,3.0,2,2,1478.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,293200
881,9313,1728,7,3,3,572.0,243,2.5,5,5,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,190000
882,8487,1500,7,3,3,570.0,228,2.0,5,5,20.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,190000
883,8633,1476,6,3,3,540.0,135,3.5,4,4,193.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,173500
884,11069,1396,6,3,3,440.0,136,2.5,2,2,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,170000
885,8777,1126,4,2,3,520.0,96,2.0,60,6,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,108000
886,9937,1486,5,2,2,480.0,0,2.0,45,10,637.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,167000
887,8877,816,4,2,2,288.0,0,2.0,71,51,690.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,100000
888,7301,1922,7,3,3,672.0,177,3.0,6,6,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,198500
889,7950,1426,6,2,2,440.0,252,1.5,32,32,535.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,159500
890,10682,1149,4,2,2,544.0,240,2.0,49,38,399.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,127000
891,7200,1125,6,2,2,352.0,296,2.0,33,33,631.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,125000
892,13286,1698,9,4,4,768.0,391,3.0,2,1,1234.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,320000
893,3675,1072,6,2,2,525.0,28,2.0,4,3,547.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,145500
894,9405,698,5,2,2,0.0,200,1.5,62,1,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,118000
895,6410,876,4,2,2,320.0,0,1.0,50,50,575.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,85000
896,11767,1368,5,2,2,195.0,252,2.0,59,59,1078.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,120000
897,8405,1529,4,2,2,240.0,277,2.0,64,59,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,98000
898,4060,864,5,2,2,0.0,96,1.0,87,59,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,99900
899,10206,944,3,2,1,528.0,0,1.0,57,57,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,82000
900,10926,1678,5,2,2,0.0,0,2.0,50,50,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,119900
901,11767,1560,5,2,2,313.0,0,1.0,53,53,546.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,103500
902,8926,960,4,2,2,288.0,224,1.0,53,53,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,112000
903,12354,1196,6,2,3,528.0,46,1.0,89,9,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,110000
904,8212,1298,5,2,2,256.0,84,1.0,68,59,626.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,122000
905,10998,1604,5,2,2,660.0,68,2.0,68,49,828.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,117000
906,6300,1268,5,2,2,250.0,55,1.5,71,59,832.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,160000
907,4500,1520,5,2,2,281.0,56,1.0,77,9,182.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,159434
908,8400,438,2,2,1,246.0,0,1.0,89,59,290.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,60000
909,9900,1489,6,2,2,240.0,335,2.0,69,59,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,139500
910,15863,3082,7,2,2,672.0,199,3.5,89,39,523.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,197000
911,5707,1242,6,2,2,180.0,425,1.5,74,59,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,105000
912,7804,1981,4,2,3,576.0,475,3.0,81,59,622.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,135000
913,8574,1232,6,3,3,440.0,180,1.0,93,9,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,147500
914,6171,1608,6,2,3,216.0,163,2.5,84,19,264.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137450
915,7200,1135,7,3,3,576.0,256,2.0,73,2,560.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,155000
916,7558,1913,6,2,2,342.0,0,1.5,81,59,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,177000
917,6292,1477,7,2,2,216.0,50,2.5,81,59,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,145000
918,7155,1228,7,2,2,215.0,308,1.0,91,19,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,137000
919,10918,2080,7,3,3,282.0,145,1.5,83,5,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,234000
920,13680,1567,5,2,2,440.0,171,2.5,69,59,728.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,205000
921,7500,1494,6,2,3,213.0,224,1.0,67,59,547.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,177500
922,9600,1308,5,3,2,256.0,70,2.5,69,59,428.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,160000
923,14680,1273,5,2,2,307.0,598,1.0,49,49,793.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,155000
924,13360,964,5,2,2,432.0,44,2.0,88,3,713.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,163500
925,7681,1343,5,2,2,186.0,294,1.5,88,59,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,154900
926,8145,2480,7,2,2,400.0,57,2.5,69,59,246.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,205000
927,9100,1112,5,2,2,390.0,0,2.0,55,55,848.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,144800
928,12000,1564,7,2,1,234.0,0,1.5,68,59,275.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,174500
929,13339,1561,6,2,2,463.0,268,3.0,49,49,940.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,193000
930,15600,1523,5,2,1,295.0,81,3.0,60,4,819.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,158000
931,14000,1152,6,2,3,300.0,36,1.5,59,5,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,158500
932,17500,1906,6,2,2,576.0,201,2.5,55,55,1219.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,224000
933,1733,1032,6,2,2,452.0,279,1.0,29,29,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,115000
934,1488,1229,6,2,3,462.0,176,2.5,29,17,471.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137000
935,1612,1229,6,2,2,462.0,154,1.5,29,29,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,121000
936,1300,1229,6,2,2,462.0,150,1.5,29,29,285.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,124000
937,13607,1982,6,2,2,501.0,512,3.5,23,23,454.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,208000
938,17597,2365,7,3,4,551.0,344,3.0,38,0,1222.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,315000
939,21695,1680,6,3,3,540.0,518,3.0,21,2,808.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,222000
940,10690,1344,5,2,2,468.0,346,1.0,89,12,456.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,147000
941,8660,2168,5,2,3,576.0,705,2.0,109,16,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,123000
942,6402,1192,5,2,2,189.0,137,1.0,89,59,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,78000
943,8470,1526,3,1,1,0.0,156,1.0,94,27,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,85000
944,10200,572,4,2,2,200.0,72,1.0,84,59,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,75000
945,3843,1648,8,4,4,482.0,368,3.5,2,1,1476.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,230000
946,21780,810,2,1,2,280.0,143,1.0,99,59,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,57625
947,10125,2052,8,3,3,642.0,301,2.5,9,8,695.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,251000
948,12822,2149,7,3,3,670.0,409,2.5,6,6,1351.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,239686
949,12118,1710,7,3,3,550.0,328,2.0,5,4,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,240000
950,12209,1961,6,2,3,560.0,317,3.5,8,7,690.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,215000
951,9750,926,6,2,2,351.0,319,2.0,32,32,767.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,156450
952,9360,1287,6,2,2,541.0,461,2.5,32,32,957.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,173000
953,10125,1734,5,2,3,539.0,0,2.0,32,32,0.0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,126000
954,9947,1217,7,2,3,497.0,195,3.0,19,18,611.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,173000
955,11070,1595,5,2,2,672.0,0,3.0,18,18,55.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,152000
956,14375,1344,6,2,3,525.0,351,1.5,51,51,465.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,137500
957,215245,2036,7,2,2,513.0,0,4.0,44,44,2056.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,375000
958,12898,1620,9,3,4,912.0,228,3.0,2,1,1022.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,315500
959,13159,1692,7,2,3,650.0,322,2.5,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,224500
960,13438,2036,9,4,4,780.0,244,3.0,1,1,1758.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,410000
961,14463,1641,9,4,4,885.0,95,3.0,1,1,1115.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,316500
962,8925,1466,8,3,3,610.0,118,2.0,2,2,16.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,201000
963,11457,1412,6,2,3,576.0,169,3.0,21,21,1005.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,175000
964,9839,2237,6,2,3,440.0,329,2.5,29,3,462.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,204000
965,14419,1479,7,2,3,578.0,462,4.5,22,20,1528.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,213500
966,6853,1296,8,3,3,471.0,217,3.0,8,7,1005.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,220000
967,9157,2014,7,3,3,486.0,238,2.5,6,6,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,170000
968,14601,1838,9,4,4,765.0,338,3.0,3,3,1260.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,315000
969,12633,1978,9,4,4,920.0,360,3.0,2,2,1640.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,425000
970,12518,1008,5,2,3,384.0,144,1.0,41,41,532.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,139500
971,21750,1771,5,2,2,336.0,0,1.0,49,3,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,115000
972,4500,1204,6,2,2,412.0,247,3.0,11,11,866.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,162000
973,4500,1224,6,2,2,402.0,304,3.0,10,10,883.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,165000
974,1596,988,4,2,2,297.0,221,2.0,36,36,462.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,91000
975,9858,874,5,2,2,288.0,33,2.0,41,41,510.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,130000
976,1526,630,4,2,3,286.0,0,2.0,39,7,515.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,86000
977,13383,1404,5,2,2,504.0,16,2.0,40,9,594.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,160000
978,1477,630,4,2,2,286.0,0,2.0,39,39,509.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,80000
