Order,HouseFunctional,Lot Area,Gr Liv Area,SalePrice,Bsmt Cond,Bsmt Qual,Exter Cond,Exter Qual,Kitchen Qual,Overall Cond,Overall Qual,Bsmt Unf SF,BsmtFin Type 1,BsmtFin Type 2,Central Air,Electrical,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,Fireplace Qu,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Cond,Garage Finish,Garage Qual,Half Bath,Heating QC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,House Style_1.5Unf,House Style_2.5Unf,HouseIsNew,HouseIsreModeled,Kitchen Qual,Low Qual Fin SF,MS SubClass,MS Zoning,Paved Drive,Pool QC,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Street_Grvl,Street_Pave,Utilities
469,7,3684,1555,174000,4,5,2,3,3,5,7,1373.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,120,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
470,7,3635,1569,175900,4,5,2,3,3,5,7,398.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,120,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
471,7,3182,1555,192500,4,5,2,3,3,5,7,1357.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
472,7,3182,1504,181000,4,5,2,3,3,5,7,1330.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
473,7,3182,1220,180000,4,5,2,3,3,5,7,1204.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
474,7,3182,1145,160200,4,5,2,3,3,5,7,1129.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
475,7,7795,1432,188500,4,5,2,3,3,5,7,291.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
476,7,8068,2267,200000,4,5,2,3,3,5,6,1010.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
477,7,9434,1374,170000,4,5,2,3,3,5,7,384.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
478,7,7984,1630,189500,4,5,2,3,3,5,7,868.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
479,7,7750,1419,184100,4,5,2,3,3,5,8,55.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,80,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
480,7,10125,1594,195500,4,5,2,3,3,5,7,846.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
481,7,8965,1489,192000,4,5,2,3,3,5,7,130.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
482,7,8174,1342,178000,4,5,2,3,3,5,7,204.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
483,7,5063,1314,207500,4,5,2,3,3,5,7,410.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
484,7,8795,2256,236000,4,5,2,3,3,5,7,652.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
485,7,12891,2004,257500,4,5,2,3,3,5,8,219.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
486,7,12224,2054,244000,4,5,2,3,3,5,6,297.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
487,7,9734,1374,167000,4,5,2,3,3,5,7,30.0,5,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
488,7,8123,1800,179000,4,5,2,2,2,5,6,982.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
489,7,8433,1514,190000,4,5,2,2,2,5,6,111.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
490,7,7750,1430,156000,4,5,2,2,2,5,7,384.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,2,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
491,7,15896,2312,245000,4,5,2,3,3,5,7,264.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
492,7,24682,1675,181000,4,5,2,2,2,5,6,841.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
493,7,8755,2060,214000,4,5,2,3,3,5,7,220.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
494,7,7848,1430,168000,4,4,2,2,2,6,7,384.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,2,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
495,7,9430,2365,337000,4,5,2,3,3,5,8,89.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
496,7,15138,2794,403000,4,5,2,3,4,5,8,773.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,4,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
497,7,12720,2687,327000,4,5,2,3,3,5,8,282.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
498,7,16545,2450,340000,4,5,2,3,3,5,8,503.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
499,7,12203,2612,336000,4,5,2,3,3,5,8,371.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
500,7,10208,2344,265000,4,5,2,3,3,5,7,1264.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
501,7,10750,2063,315000,4,5,2,3,3,5,8,262.0,3,5,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
502,7,9900,2646,260000,4,5,2,3,3,5,7,360.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
503,7,9085,2061,260000,4,5,2,3,3,5,7,254.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
504,7,11692,2232,263550,4,5,2,3,3,5,8,549.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
505,7,46589,2448,402000,5,5,2,3,3,7,8,88.0,5,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
506,7,29959,1850,248000,4,5,2,3,3,6,7,378.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
507,7,9612,1468,244600,4,5,2,3,3,5,8,1468.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
508,7,11194,1696,275000,4,5,2,3,3,5,8,1696.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
509,7,10206,1658,257500,4,5,2,3,3,5,8,1614.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
510,7,9262,1578,287090,4,5,2,3,4,5,8,1573.0,1,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,4,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
511,7,10130,1702,275500,4,5,2,3,3,5,8,408.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
512,7,9139,1432,245000,4,5,2,3,3,5,8,1043.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
513,7,9675,1971,253000,4,5,2,3,3,5,7,772.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
514,7,11128,2490,468000,4,5,2,4,4,5,9,300.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,4,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
515,7,8640,1852,252678,4,5,2,2,3,5,7,78.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,1,0,3,0,60,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
516,7,9000,1590,210000,4,5,2,3,3,5,8,768.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
517,7,7862,1218,208300,4,5,2,3,3,5,6,1191.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,1,0,3,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
518,7,7993,1436,225000,4,5,2,3,3,5,7,1436.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
519,7,8640,1314,229456,4,5,2,3,3,5,8,364.0,5,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,1,0,3,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
520,7,8640,1402,229800,4,5,2,3,3,5,7,1402.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,7,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
521,7,12606,1530,250000,4,5,2,3,3,5,9,1530.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
522,7,9187,1766,370878,4,5,2,4,4,5,9,645.0,5,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,1,0,4,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
523,7,7500,1448,238500,4,5,2,3,3,5,8,1348.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
524,7,11003,2007,310000,4,5,2,4,4,5,10,252.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,4,0,60,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
525,7,10603,1795,270000,5,5,2,3,3,5,8,218.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,7,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
526,7,10574,1953,252000,4,5,2,3,3,5,8,1082.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
527,7,8125,1550,241000,4,5,2,3,3,5,7,280.0,5,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,60,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
528,7,8125,1836,264500,4,5,2,3,3,5,8,1836.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,7,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
529,7,10625,1662,291000,4,5,2,3,4,5,7,222.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,1,4,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
530,7,9375,2094,263000,4,5,2,3,3,5,7,912.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
531,7,7500,1221,185000,4,5,2,3,3,5,7,811.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
532,7,8736,1553,234500,4,5,2,3,3,5,7,422.0,5,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
533,7,8127,1653,209000,4,5,2,3,3,5,7,402.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
534,7,9605,1218,159000,4,5,2,3,3,6,7,1218.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
535,7,7500,1141,152000,5,5,2,3,3,5,7,1087.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
536,7,7500,1158,143500,4,5,2,2,3,5,6,1158.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
537,7,10628,1812,193000,4,5,2,3,3,5,7,835.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
538,7,10141,1512,203000,4,5,2,3,3,5,8,222.0,3,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3
539,7,10083,1200,184900,4,5,2,3,3,5,7,343.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
