Order,MS SubClass,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Mo Sold,Yr Sold,SalePrice,SalesPriceLog,Railroad_Adjacent,Railroad_Near,Street_Feeder,Street_Aterial,PosFeature_Adjacent,PosFeature_Near,NeighborhoodClass,MS Zoning_ord,Street_Grvl,Street_Pave,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,HouseAge,RemodelAge,IsreModeled,IsNew,TotalBathrooms,TotalPorchSF,Mas Vnr Type_,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Roof Matl_ClyTile,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Misc Feature_Elev,Misc Feature_Gar2,Misc Feature_NA,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_NA,GarageAge,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD
138,20,137.0,16492,0,2,3,4,2,3,6,6,1966,2002,0.0,1,0,2.5,2.5,0.0,3.5,247.0,2.0,713.0,960.0,4,1,4.0,1888,0,0,1888,0.0,0.0,2,1,2,1,1,6,4,1,3.0,1966.0,3.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,6,2010,190000,12.154779351142624,0.0,0.0,0.0,0.0,1.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,44,8,0,0,2.5,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,44.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
139,90,70.0,8267,0,3,3,4,2,3,5,5,1958,1958,0.0,0,0,2.5,2.5,0.0,1.0,0.0,1.0,0.0,0.0,2,1,4.0,1604,0,0,1604,0.0,0.0,2,0,4,2,0,8,7,0,0.0,1958.0,1.0,3.0,3.0,2,42,0,0,0,0,0,0,0,0,3,2010,135000,11.813030057420567,0.0,0.0,1.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,52,52,1,0,2.0,42,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,52.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
140,20,70.0,8197,0,3,3,4,3,3,7,5,2003,2009,506.0,1,0,3.0,2.5,0.0,4.0,1188.0,1.0,0.0,1188.0,4,1,4.0,1480,0,0,1480,1.0,1.0,2,0,3,1,1,7,7,0,0.0,2003.0,2.0,3.0,3.0,2,252,73,0,0,0,0,0,2,300,2,2010,214000,12.273731294003989,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,7,1,0,0,3.0,325,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,7.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
141,20,75.2106704711914,8050,0,2,3,4,3,3,5,5,1959,1959,150.0,0,0,2.5,2.5,0.0,3.0,856.0,2.0,162.0,1018.0,2,1,4.0,1143,0,0,1143,1.0,1.0,1,0,3,1,0,6,7,0,0.0,1959.0,2.0,3.0,3.0,2,0,0,0,0,0,0,0,4,0,5,2010,136000,11.820410164718188,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,51,51,1,0,2.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,51.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
142,20,70.0,10552,0,2,3,4,3,3,5,5,1959,1959,0.0,0,0,2.5,2.5,0.0,2.0,1018.0,1.0,0.0,1018.0,3,1,4.0,1700,0,0,1700,0.0,0.0,1,1,4,1,1,6,7,1,3.0,1959.0,2.0,3.0,3.0,2,0,38,0,0,0,0,0,0,0,4,2010,165500,12.016726473799254,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,51,51,1,0,2.0,38,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,51.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
143,20,70.0,8400,0,3,3,4,3,3,5,6,1957,1957,0.0,0,1,2.5,2.5,0.0,2.0,922.0,1.0,0.0,922.0,2,1,4.0,1314,0,0,1314,1.0,1.0,1,0,3,1,0,5,7,0,0.0,1957.0,2.0,3.0,3.0,2,250,0,0,0,0,0,0,0,0,6,2010,145000,11.884489021402711,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,53,53,1,0,2.0,250,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,53.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
144,20,73.0,8760,0,3,3,4,3,3,6,6,1959,1959,220.0,0,0,2.5,2.5,0.0,1.0,0.0,1.0,0.0,0.0,2,1,4.0,1194,0,0,1194,1.0,1.0,1,0,3,1,0,6,7,0,0.0,1959.0,2.0,3.0,3.0,2,0,0,120,0,0,0,0,0,0,4,2010,148000,11.904967552746252,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,51,51,1,0,2.0,120,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,51.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
146,20,73.0,9300,0,3,3,4,3,3,5,5,1960,1960,324.0,0,0,2.5,2.5,0.0,2.0,697.0,1.0,0.0,697.0,2,1,4.0,1264,0,0,1264,1.0,1.0,1,0,3,1,0,6,7,2,3.0,1960.0,1.0,3.0,3.0,2,0,0,0,0,143,0,0,0,0,4,2010,167500,12.028738630247258,0.0,0.0,1.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,50,50,1,0,2.0,143,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,50.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
147,20,87.0,10725,0,2,3,4,3,3,5,5,1959,1959,91.0,0,0,2.5,2.5,0.0,2.0,936.0,1.0,0.0,936.0,1,1,4.0,1206,0,0,1206,0.0,0.0,1,0,3,1,0,6,7,0,0.0,1959.0,2.0,3.0,3.0,2,0,21,0,0,0,0,0,0,0,5,2010,108538,11.594855621061042,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,51,51,1,0,1.0,21,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,51.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
148,20,80.0,10032,0,3,3,4,3,3,6,5,1959,1959,432.0,0,0,2.5,2.5,0.0,2.0,734.0,1.0,0.0,734.0,4,1,4.0,1580,0,0,1580,1.0,1.0,1,1,3,1,0,6,7,2,3.0,1956.0,1.0,3.0,3.0,2,0,28,0,0,160,0,0,3,0,6,2010,159500,11.979799201207037,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,51,51,1,0,2.5,188,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,False,False,False,False,False,54.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
149,50,60.0,8382,0,3,3,4,3,3,4,5,1956,1956,0.0,0,0,2.5,2.5,0.0,1.0,0.0,1.0,0.0,0.0,2,1,3.0,832,505,0,1337,0.0,0.0,1,0,3,1,0,5,7,0,0.0,1956.0,1.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,2,2010,108000,11.589886506106357,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,54,54,1,0,1.0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,54.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
150,20,60.0,10950,0,3,3,4,3,3,5,7,1952,1952,0.0,0,0,2.5,2.5,0.0,3.0,339.0,1.0,0.0,339.0,2,1,4.0,1064,0,0,1064,0.0,0.0,1,0,2,1,-1,4,7,0,0.0,1952.0,1.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,5,2010,135000,11.813030057420567,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,58,58,1,0,1.5,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True,False,58.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
151,20,119.0,10895,0,3,3,4,2,3,5,6,1955,1955,0.0,0,1,2.5,2.5,0.0,2.0,648.0,1.0,0.0,648.0,2,1,4.0,972,0,0,972,0.0,0.0,1,0,3,1,0,5,7,0,0.0,1955.0,1.0,3.0,3.0,2,0,0,205,0,0,0,0,3,0,6,2010,122500,11.715866308966918,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,55,55,1,0,1.0,205,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,55.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
154,30,65.0,7898,0,3,3,4,2,3,4,7,1920,1994,0.0,0,0,2.5,2.5,0.0,1.0,0.0,1.0,0.0,0.0,3,1,4.0,985,0,0,985,0.0,0.0,1,0,2,1,0,4,7,0,0.0,1989.0,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,4,2010,105000,11.56171562913966,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,90,16,0,0,1.5,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,21.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
155,20,60.0,7200,0,3,3,4,3,3,5,7,1955,2007,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,4.0,827,0,0,827,0.0,0.0,1,0,2,1,0,5,4,1,1.5,1967.0,1.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,4,2010,107500,11.585246126549855,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,55,3,0,0,1.0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,True,False,43.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
156,20,85.0,10200,0,3,3,4,3,3,5,7,1954,2003,104.0,0,0,2.5,2.5,0.0,3.5,320.0,3.0,362.0,682.0,3,1,4.0,1086,0,0,1086,1.0,1.0,1,0,3,1,0,6,7,0,0.0,1989.0,1.0,3.0,3.0,2,0,0,0,0,0,0,0,3,0,5,2010,144900,11.883799128308773,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,56,7,0,0,2.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,False,False,False,False,False,21.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
157,20,74.0,5868,0,3,3,4,3,3,5,7,1956,2000,0.0,0,0,2.5,2.5,0.0,3.0,248.0,2.0,240.0,488.0,4,1,4.0,936,0,0,936,1.0,1.0,1,0,2,1,0,4,7,0,0.0,1956.0,3.0,3.0,3.0,2,0,0,80,0,160,0,0,0,0,5,2010,129000,11.76756768334381,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,54,10,0,0,2.0,240,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,54.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
159,90,64.0,6979,0,3,3,4,3,3,6,5,1980,1980,0.0,0,0,2.5,2.5,0.0,4.0,1056.0,1.0,0.0,1056.0,3,1,4.0,1056,0,0,1056,2.0,2.0,0,0,0,2,0,4,7,0,0.0,1980.0,1.0,3.0,3.0,2,264,56,0,0,0,0,0,4,600,6,2010,144000,11.877568578558138,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,30,30,1,0,2.0,320,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,30.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
160,20,75.2106704711914,9830,0,2,3,4,2,3,5,7,1959,2006,0.0,0,1,2.5,2.5,0.0,3.5,72.0,2.0,258.0,330.0,4,1,4.0,1287,0,0,1287,1.0,1.0,1,0,3,1,1,7,7,1,3.0,1997.0,3.0,3.0,3.0,2,364,17,0,0,182,0,0,0,0,3,2010,162000,11.99535161421452,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,51,4,0,0,2.0,563,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,True,False,13.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
161,80,96.0,11275,0,3,3,4,2,3,7,7,1967,2007,300.0,1,1,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,1898,1080,0,2978,0.0,0.0,2,1,5,1,1,11,7,1,3.0,1961.0,3.0,3.0,3.0,2,240,0,0,0,0,0,0,0,0,6,2010,242000,12.396693005138824,0.0,0.0,0.0,0.0,0.0,1.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,43,3,0,0,2.5,240,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,True,False,False,False,49.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
162,50,60.0,8064,0,3,3,4,3,3,6,8,1948,2004,0.0,0,0,2.5,2.5,0.0,3.5,481.0,2.0,174.0,655.0,2,1,4.0,816,408,0,1224,1.0,1.0,1,0,3,1,0,5,7,0,0.0,1950.0,1.0,3.0,3.0,2,414,0,0,0,0,0,0,3,0,5,2010,132000,11.790557201568507,0.0,0.0,0.0,1.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,62,6,0,0,2.0,414,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True,False,60.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
163,20,75.0,7500,0,3,3,4,3,3,5,7,1959,1994,0.0,0,0,2.5,2.5,0.0,2.0,340.0,2.0,906.0,1246.0,4,1,4.0,1246,0,0,1246,1.0,1.0,1,1,3,1,1,6,7,0,0.0,1959.0,2.0,3.0,3.0,2,218,0,0,0,0,0,0,4,0,5,2010,154000,11.944707881395766,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,51,16,0,0,2.5,218,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,51.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
164,50,71.0,8520,0,3,3,4,2,3,5,4,1952,1952,0.0,0,-1,2.5,2.5,0.0,2.0,507.0,1.0,0.0,507.0,1,1,4.0,910,475,0,1385,0.0,0.0,2,0,4,1,0,6,7,0,0.0,2000.0,1.0,3.0,3.0,2,0,0,0,0,0,0,0,2,0,6,2010,166000,12.01974306733868,0.0,0.0,0.0,1.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,58,58,1,0,2.0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,True,False,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
165,20,60.0,7200,0,3,3,4,2,3,5,7,1951,2000,0.0,0,0,2.5,2.5,1.0,3.0,234.0,2.0,486.0,720.0,2,1,4.0,900,0,0,900,0.0,0.0,1,0,3,1,1,5,7,0,0.0,2005.0,1.0,3.0,3.0,2,222,32,0,0,0,0,0,0,0,5,2010,134800,11.811547477460344,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,59,10,0,0,1.5,254,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,True,False,5.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
